,user,text,favorite_count,retweet_count,created_at
21,Tech_Impact,"Join us to discuss all things Google Workspace for nonprofits during our upcoming, free webinar. We will discuss some of the main features like Gmail and Calendar, and things you can build yourself, like sites and forms. Register here: https://t.co/SCp7OCFq75
#TechImpact #Free https://t.co/sU7964VSbM",0,0,2023-03-02 15:50:00+00:00
22,Tech_Impact,"Did you register for our upcoming FREE webinar? Don't worry, there is still time to sign up. Tune in tomorrow at 2 PM ET to find out how to use Microsoft Teams in unique situations. Register here: https://t.co/DGyFq93dCv
#TechImpact #Free #Webinar #Microsoft https://t.co/tzg4y6Nczs",0,0,2023-02-27 14:17:01+00:00
23,Tech_Impact,"At the Data Innovation Lab, we're fueled by our passion for empowering non-profits, government agencies, and mission-driven organizations to have a greater impact. Let's collaborate to get meaningful data at the right time to make informed decisions for social good. https://t.co/v6ty4hLHLg",1,0,2023-02-27 13:37:13+00:00
24,Tech_Impact,"Don't forget about our free webinar coming up next week! We will be discussing how to use Microsoft Teams in unique ways. Register here: https://t.co/VDdqhSbYjx
#TechImpact #Free #Webinar #MicrosoftTeams https://t.co/S4KeSinZ1O",0,0,2023-02-24 16:17:00+00:00
25,Tech_Impact,"Listen to our expert Peter Schiano shares his insights on selecting the right fundraising software for your nonprofit organization on @NPE_Podcast

https://t.co/x6mPrc5dd4 https://t.co/jmOyTADwKi",0,0,2023-02-24 13:37:00+00:00
26,Tech_Impact,"Our Las Vegas ITWorks class was excited to welcome Almendra Johnson and Vesela Zehirev from MGM's philanthropy team last week. Program participants, Antonio Martinez and Anderson Uze demonstrated the skills they acquired during week 2 of the 16-week program. #ITWorks https://t.co/npjYIy3yDv",0,0,2023-02-23 18:35:07+00:00
27,Tech_Impact,"Make sure to grab your seat for our upcoming free webinar. Tune in to discuss all things planning and budgeting for your nonprofit. We will cover your current budget and how to prioritize and leverage resources. Register here: https://t.co/TogGdt8912
#TechImpact #Free #Webinar https://t.co/irc9f42n7T",0,0,2023-02-22 16:17:00+00:00
28,Tech_Impact,"Like, comment, share, or send this post to showcase talented individuals like Nathan who developed valuable skills through our programs and partnerships with organizations like @Tech_Elevator and employers like @TEKsystems. https://t.co/H25HLXao83",1,0,2023-02-15 14:17:00+00:00
29,Tech_Impact,"This year, we are bringing our annual Tech Forward Conference to Chicago! Early bird registration is now open, click the link below to see how you could become a sponsor and help make an impact.
https://t.co/TLSRhk8efk
#TechImpact #TechForwardConf #Chicago #Illinois #Tech https://t.co/YsibnV3xNL",0,0,2023-02-15 13:37:01+00:00
30,Tech_Impact,Demand for IT professionals is growing despite the news of tech layoffs. Our program works with local employer partners who offer internships and extend offers to our graduates. Get the skills you need for the career you want from our free ITWorks program. https://t.co/xSkvEBUSPB https://t.co/aroLpkNAnq,0,0,2023-02-14 16:17:00+00:00
31,Tech_Impact,"Join us for a demonstration of the tools and features of Microsoft Teams for nonprofits in our upcoming, free webinar. We will cover unique situations like onboarding new employees and working with external partners. Register here: https://t.co/1RdbWMbwoe
#TechImpact https://t.co/NbHIcQvpjP",0,0,2023-02-14 14:17:01+00:00
32,Tech_Impact,"Are you a Data Scientist or Data Engineer looking to use your skills to make an impact? If this sounds like you, apply for a year-long Fellowship with our Data Innovation Lab.
📐Data Scientist Fellowship: https://t.co/3t9qip48IB
📏Data Engineer Fellowship: https://t.co/qKy8Ux1ESt https://t.co/ZAmlno5EZw",1,0,2023-02-10 14:17:00+00:00
33,Tech_Impact,"Our PunchCode boot camp provides an opportunity to learn something new in a rapidly growing field, build a network, and set yourself up for success. Apply today https://t.co/80jLWK778u https://t.co/cDgZ53MZef",0,0,2023-02-09 17:17:01+00:00
34,Tech_Impact,"Today is the day! Our FREE webinar is happening at 2 PM ET, but there is still time to sign up. Join us for a demonstration of the tools and features of Microsoft 365 for nonprofits. Register here: https://t.co/MlJ4eL7Zlw #TechImpact #Webinar #Training #Microsoft365 https://t.co/NgSAapi7E8",0,0,2023-02-09 14:17:00+00:00
35,Tech_Impact,"Are you a passionate individual looking to make an impact? Check out our job openings and join our team!
👍Customer Engagement Manager: https://t.co/5lycYr830S
🖱️Workforce Programs Director: https://t.co/nel0IdG7v8
#TechImpact #JobOpening #Hiring https://t.co/JkILazKC34",1,2,2023-02-08 14:17:01+00:00
36,Tech_Impact,"Are you a hard-working, natural leader? Are you passionate about how technology can benefit organizations? If this sounds like you, join our team and apply for our Workforce Program Director position.
Apply here: https://t.co/dDxt6caWNk
#TechImpact #Apply #JobOpening https://t.co/mCcuHJR8NU",0,0,2023-02-07 18:16:01+00:00
37,Tech_Impact,"We are looking for a passionate, hard worker to fill our Workforce Program Manager position. Sound like you? Apply here: https://t.co/g34PWVtFPr
#TechImpact #Apply #Manager #Philadelphia #PA https://t.co/g69JXNpvQK",0,0,2023-02-02 16:17:01+00:00
38,Tech_Impact,"In case you missed it, we are having our FREE webinar next week, and we will be covering all things Microsoft 365 for nonprofits. Register here: https://t.co/fA6SWANPIh #TechImpact #Webinar #Training #Microsoft365 https://t.co/nq19mdeg4p",0,0,2023-02-01 15:35:00+00:00
39,Tech_Impact,"Your future career in IT is calling, are you ready to pick up? Apply before the registration period ends. https://t.co/S82qu4UYhr https://t.co/HvRJ9jn8Pg",0,0,2023-02-01 15:03:06+00:00
40,Tech_Impact,"The next PunchCode boot camp starts Monday, February 13th. So this is your last chance to register before applications close. https://t.co/iwAzOYFMRi https://t.co/bAAFQGFw0v",0,0,2023-01-31 13:37:07+00:00
41,Tech_Impact,"Learning to code is very rewarding but it does have its challenges. At PunchCode our immersive in-person boot camp provides a supportive and collaborative environment, where everyone learns from each other and gets structured guidance to ensure success. https://t.co/ViEitg3RBZ",1,0,2023-01-30 20:22:00+00:00
42,Tech_Impact,"Are you passionate about using data analysis for social good? Apply for a Fellowship with our Data Innovation Lab. 
Data Scientist Fellowship: https://t.co/qYaIeV33Do
Data Engineer Fellowship: https://t.co/j0YZwYSjn1
#TechImpact #DataLab #Apply #Fellowship https://t.co/Isv21o1Kiv",0,0,2023-01-30 14:17:01+00:00
43,Tech_Impact,Are you ready to start working towards a career instead of another job? Then apply for our CXWorks program before the registration period ends. https://t.co/CxaVZhWWTi https://t.co/bjYsVae71x,0,0,2023-01-27 13:37:06+00:00
44,Tech_Impact,"If you are passionate about tech, problem-solving and learning about security and networking then our FREE 16-week ITWorks program should be something worth checking out. 
https://t.co/8HVZhFQpbV https://t.co/ctCiDA8sd3",0,0,2023-01-26 14:17:01+00:00
45,Tech_Impact,"Our commitment to you and our program participants is unwavering, Kyle. We hope you thrive in your career and reach your fullest potential to be an inspiration and shining example of someone who is a part of the Tech Impact family. https://t.co/OJaxflN7NA",0,0,2023-01-25 17:27:00+00:00
46,Tech_Impact,"We are looking for our next batch of Fellows for our Data Innovation Lab. Join us in using data for social good and apply today!
📏Data Scientist Fellowship: https://t.co/iZFCsXyzUo
📐Data Engineer Fellowship: https://t.co/b0tjyqfzmU
#TechImpact #DataLab #JobOpening https://t.co/LQ0hdENuhc",2,0,2023-01-25 14:17:00+00:00
47,Tech_Impact,We want to celebrate National Mentoring Month by thanking our program mentors and volunteers. Your dedication and passion impact our participants. https://t.co/FT35InAwHu,0,0,2023-01-25 13:37:00+00:00
48,Tech_Impact,"Last night our Data Innovation Lab had the opportunity to officially welcome the public into our new space at the FinTech Innovation Hub. Ryan, Hec, and our fellows enjoyed showcasing our work. Read more about our Fellows at.https://t.co/hM2ErkWmZ8 https://t.co/X0PZhnusro",3,0,2023-01-24 19:55:40+00:00
49,Tech_Impact,"If you are interested in that remote customer service job you saw but need more experience, we can help. Our FREE course could help you stand out and land that job in just eight weeks. Go ahead and apply now before registration closes. https://t.co/t4Ze3E5hHL https://t.co/hVvYeD3VTu",0,0,2023-01-24 17:27:00+00:00
50,Tech_Impact,"Our FREE webinar is happening today, but don't worry, there is still time to sign up. Join us to learn more about the tools that go beyond Outlook and OneDrive. Register here: https://t.co/vyJEBo0u6A #Webinar #TechImpact #Training #Outlook #OneDrive https://t.co/Y0RobeSAIC",0,0,2023-01-24 14:17:00+00:00
51,Tech_Impact,We are ready to welcome guests to the Data Lab and looking forward to putting faces with these names! https://t.co/naC948TgTO,0,0,2023-01-23 22:07:49+00:00
52,Tech_Impact,"Grab your spot for our upcoming FREE webinar! Join us February 9, to go over all things Microsoft 365 for nonprofits, along with a demonstration of the tools and features. Register here: https://t.co/UEIqENz0so #TechImpact #Training #Webinar #Microsoft365 https://t.co/lkw6uYY25d",1,1,2023-01-23 15:46:00+00:00
53,Tech_Impact,"We are looking for a dependable, hard-working individual to become our new Workforce Program Manager. Does this sound like you? Apply here: https://t.co/QLKAtpbk5T
#TechImpact #Hiring #JobOpening https://t.co/VNK2QNSvQM",1,1,2023-01-23 13:37:00+00:00
54,Tech_Impact,In-person training and mentorship from our instructors ✅ Get ahead with PunchCode and get hired. Registration closes in a few days. https://t.co/YXE0Qusp4f https://t.co/lg2NNYT2bH,0,0,2023-01-20 16:17:02+00:00
55,Tech_Impact,Today is the day! There is still time to sign up for our FREE webinar today featuring tips and tricks to navigate file storage within Microsoft 365. Register now: https://t.co/5MJyEpdLRz  #TechImpact #Webinar #Training #Microsoft365 https://t.co/Q1rgnO3daB,1,0,2023-01-19 14:17:00+00:00
56,Tech_Impact,Our Data Lab is hosting an open house on January 23 from 5-7 PM. Join us to meet the fellows and tour our new building. Learn more about the Data Lab here: https://t.co/PG8LgbGBcA  #TechImpact #DataLab #Event #Fellowship #Fellows https://t.co/IFbuNGObFQ,0,0,2023-01-18 17:53:00+00:00
57,Tech_Impact,"Join us Monday, January 23 for our Data Innovation Lab Open House, from 5 PM - 7 PM ET. Stop by for a chance to meet the current fellows and tour the Data Lab's new building. RSVP here: https://t.co/ohzPdfzixL https://t.co/r1n4oBWD4H",0,0,2023-01-18 17:47:00+00:00
58,Tech_Impact,"Are you a natural leader who strives to make a difference within your community? If this sounds like you, apply for our Workforce Program Manager position! Apply here:  https://t.co/ZoWqjuyRhs  #TechImpact #JobOpening #Manager https://t.co/U3RQOEQibo",0,1,2023-01-18 15:38:51+00:00
59,Tech_Impact,"If you are a Data Scientist or Engineer, who seeks to make a difference within the community, then you should apply for our Data Lab Fellowship. 
📐Data Engineer Fellowship: https://t.co/smJJa4KXTM
📏Data Scientist Fellowship: https://t.co/DdKInwet5L https://t.co/yWDxVDKImU",0,0,2023-01-18 14:17:00+00:00
60,Tech_Impact,Don't forget to register for our FREE webinar next week. Join Claire to learn how your nonprofit organization can benefit from file storage in Microsoft 365. Register here: https://t.co/pbbICUXT19  #TechImpact #Webinar #Training #Microsoft365 https://t.co/5hhVsMdbuk,0,0,2023-01-12 15:18:00+00:00
61,Tech_Impact,Our Data Lab is hosting an open house on January 23 from 5-7 PM. Join us to meet the fellows and tour our new building. Learn more about the Data Lab here: https://t.co/KtOstqlvef  #TechImpact #DataLab #Event #Fellowship #Fellows https://t.co/Pkvq12bOMv,0,0,2023-01-12 14:17:00+00:00
62,Tech_Impact,"Thanks to The Morris and Gwendolyn Cafritz Foundation, whose support helps us help DC-area non-profits better fulfill their missions. https://t.co/IMci4LOGGB",0,0,2023-01-10 13:37:01+00:00
63,Tech_Impact,"Don't forget, our FREE webinar is coming up this month. Don't miss this opportunity to learn more about the other tools outside of Outlook and OneDrive. Register here: https://t.co/CSU90F362N #Webinar Training #TechImpact #Outlook #OneDrive https://t.co/xlXtupSe5i",0,0,2023-01-08 16:05:01+00:00
64,Tech_Impact,Join us on the 24th to discover the other tools outside of Outlook and OneDrive for your nonprofit. Our FREE webinar will cover four other tools that might work better for you and your nonprofit. Register here: https://t.co/C1GYv9hNHz #TechImpact #Webiner #Training #Outlook https://t.co/c3jQ6nofnd,0,1,2023-01-04 16:17:00+00:00
65,Tech_Impact,"You do not want to miss out on this amazing opportunity! For a limited time only, we are offering our TechCheck workshop for over 50% off. Register here: https://t.co/SIc0xJCb70  #TechImpact #Webinar #Training #Sale https://t.co/4M5KfdFUwV",2,0,2022-12-30 16:17:00+00:00
66,Tech_Impact,"Thank you to @SantanderBankUS for supporting our #ITWorks program. Thanks to their generosity, our DE and PA participants are able to attend free training and receive quality mentorship to help launch their careers in tech. https://t.co/ScWvAigY35",0,0,2022-12-29 17:17:00+00:00
67,Tech_Impact,"Do you find yourself misplacing files within your organization constantly? If so, you want to attend our upcoming free webinar! We will be covering all things file storage and collaboration to keep your nonprofit organized. Register now: https://t.co/qYiLwlEJjO https://t.co/c91zNLMSDY",0,1,2022-12-29 16:17:01+00:00
68,Tech_Impact,"Follow this inspiring article about Austin Northcutt, a Middletown teacher who changed career paths and found his passion as a cybercrime analyst.
 https://t.co/ZOeBSPbDj8 https://t.co/r2RdkLyzpc",3,0,2022-12-27 14:17:00+00:00
69,Tech_Impact,"Do you want to be a part of a fast-paced, growing team that provides a solid work-life balance? If your answer is yes, then apply to our Workforce Program Manager position! Apply: https://t.co/w5BJfvwdJy  #TechImpact #JobOpening #WorkforceDevelopment #NonprofitJobs https://t.co/IuBRhmekbb",0,0,2022-12-23 18:00:01+00:00
70,Tech_Impact,"Eric is a Las Vegas ITWorks graduate from the fall cohort. During the 16 weeks, he has demonstrated outstanding technical skills and leadership qualities. We look forward to hearing about the great things he accomplishes. https://t.co/TqEJzbIVDX",1,0,2022-12-23 17:47:01+00:00
71,Tech_Impact,"Traci enrolled in our CXWorks program and upskilled her craft, plus she gained the experience to increase her chances of getting hired in her desired career field. Ask us how you could qualify for the same FREE training program today.

https://t.co/ogKCMYRWdd https://t.co/tRrOjMbemL",0,0,2022-12-22 16:17:13+00:00
72,Tech_Impact,Yenezia is a fall graduate of our Las Vegas ITWorks program. She is a team player and possesses an infectious enthusiasm for whatever she does. We know that Yenezia will be successful in all of her future endeavors. https://t.co/Y17ZxuuWU8,0,0,2022-12-21 17:27:01+00:00
73,Tech_Impact,Nicholas is a fall graduate of our Delaware ITWorks program. He possesses incredible technical and soft skills. We are confident he will be an outstanding ambassador for our ITWorks program and an asset to any organization. https://t.co/kTTwxs22Wh,3,0,2022-12-20 17:17:00+00:00
74,Tech_Impact,"Thanks to our funding partner @MorganStanley, your contribution supports our capacity building efforts that help other non-profits deliver on their mission effectively now and in the future. https://t.co/De7gFmFgcV",0,0,2022-12-19 20:22:00+00:00
75,Tech_Impact,Christian's passion for learning and dedication during his certification was awe-inspiring; he would be a great addition to any organization. Interested in hiring? Contact our Career Development Specialist at Sharmina@techimpact.org https://t.co/2aKtqNchN1,0,0,2022-12-19 17:17:01+00:00
76,Tech_Impact,"You do not want to miss out on this amazing opportunity! For a limited time only, we are offering our TechCheck workshop for over 50% off. Register here: https://t.co/vSG8vPCZ03  #TechImpact #Webinar #Training #Sale https://t.co/lmbMbffWqm",0,0,2022-12-17 16:17:01+00:00
77,Tech_Impact,"Small opportunities are often the beginning of outstanding achievements. There is limited space in our CXWorks program; take advantage of your opportunity. Apply today.
https://t.co/2JPGGCLCCw https://t.co/Bcve5BSaeV",0,0,2022-12-16 14:17:13+00:00
78,Tech_Impact,"Thank you to the @PNCNews Foundation for supporting our #ITWorks Las Vegas program! This 16-week training program prepares participants for entry-level tech positions with growth potential. Your grant allows our participants to access training at no cost, which is significant. https://t.co/4jrcemUX6r",0,0,2022-12-15 17:27:01+00:00
79,Tech_Impact,"Kadeija Griffin, a recent graduate from our One Workforce Software Dev program, shared an inspiring experience from her time with us. We encourage Kadeija to keep reaching for greatness. Interested in hiring? Contact our Career Development Specialist at Sharmina@techimpact.org https://t.co/5HpmDqWa3R",0,0,2022-12-15 16:17:01+00:00
80,Tech_Impact,"We aim to educate individuals to meet the customer experience industry's current and future needs. Our data shows that within the first six months after completing our Free, 8-week CXWorks program, 75% of graduates are employed.

Join our program https://t.co/GBHRPyhEsP https://t.co/HUrbjIP5Qi",0,0,2022-12-14 16:17:25+00:00
81,Tech_Impact,"Last chance to attend our free webinar, Data Analysis for Everyone! Join Hèc, our Director of Research Development &amp; Analytics, to learn how data analysis could benefit your nonprofit organization. Register now:https://t.co/T9IKRJH3xY #TechImpact #Webinar #Training https://t.co/uXt4wD7g1f",0,0,2022-12-14 13:37:00+00:00
82,Tech_Impact,Today is the day! This is the last chance to attend our free webinar with John Robinson. Don't miss out on the chance to find the best cloud-based collaboration tool for your nonprofit. Register here: https://t.co/FXKKGuNK1n  #TechImpact #webinar #training https://t.co/HCIAM2cQty,0,0,2022-12-13 17:17:00+00:00
83,Tech_Impact,"Every journey needs a first step. If you or someone you know is interested in a tech industry career, take the first step like Bri did.

https://t.co/JSfnjsepOC https://t.co/dsiFfGc2xK",0,0,2022-12-13 14:17:13+00:00
84,Tech_Impact,"A career in software development offers many paths to success. The first step is to learn to code and develop your new career in 14 weeks with our immersive program.

https://t.co/qWhPONu20D https://t.co/nhW7EXvB0D",0,0,2022-12-12 17:17:06+00:00
85,Tech_Impact,Thanks to @coxcomm for supporting our ITWorks and CXWorks Las Vegas workforce programs. This gift allows our training to remain tuition-free. https://t.co/dOHS1gRpGU,1,0,2022-12-12 05:30:01+00:00
86,Tech_Impact,"Check out our free webinars we are offering this month. Take advantage of these resources to grow your nonprofit organization! 
Choosing a Cloud-based Collaboration Tool: https://t.co/zGscb0y5MI
Data Analysis for Everyone: https://t.co/la5Nr59xzH
#TechImpact #Webinar #Training https://t.co/JhY22hQg1J",1,1,2022-12-11 17:17:00+00:00
87,Tech_Impact,Do you want to find the best cloud-based collaboration tool for your nonprofit organization? Join us Tuesday for our free webinar with John Robsinson to compare options. Register today: https://t.co/OqEAvfth7Y  #TechImpact #Webinar #Training https://t.co/VJElQedfcN,0,0,2022-12-10 17:17:00+00:00
88,Tech_Impact,"Another cohort of ITWorks participants has graduated. While this chapter may be coming to a close, we hope that our impact has forged a lifelong bond. Let's not say goodbye; we look forward to hearing all the success stories. 
Start your journey below.
https://t.co/BHD0Wq1iJr https://t.co/OARCFwaO9n",0,0,2022-12-09 19:00:13+00:00
89,Tech_Impact,Don't miss out on our free webinar Wednesday! Join us for a brief introduction to data analysis and how it can benefit your nonprofit organization. Register here: https://t.co/M1NJ11W4v3  #TechImpact #Webinar #Training https://t.co/eAJyJjLx2R,1,0,2022-12-09 16:17:00+00:00
90,Tech_Impact,"In many industries, women are underrepresented. Our CXWorks program hopes to address this by providing free training to equip participants with the skills and knowledge needed to flourish. Could you share this with a future leader seeking an opportunity? 
https://t.co/SeXORRdjxZ https://t.co/sHPJYQvXfh",0,0,2022-12-07 20:22:07+00:00
91,Tech_Impact,"Check out our free webinars we are offering this month! 
Creating Online Fundraising Campaigns that Sizzle: https://t.co/gUebMhHIPO
Choosing a Cloud-based Collaboration Tool: https://t.co/47sLviDDAK
Data Analysis for Everyone: https://t.co/W6vUUuKSwE
#TechImpact #Training https://t.co/kWllPGDL9w",0,0,2022-12-07 17:17:00+00:00
92,Tech_Impact,"You don't want to miss our free webinar! On December 8, join Linda B. Haley to learn how to get the most out of your online fundraising campaigns. Register today: https://t.co/eFQwOoftLS  #TechImpact #Fundraising #Webinar #Training https://t.co/DV5MHRVoMJ",0,1,2022-12-05 20:22:01+00:00
93,Tech_Impact,"Are you interested in a software development career and live in the Las Vegas area? Then join our 14-week bootcamp. Hear from our recent graduate, Sam and reach out today",1,0,2022-12-05 17:46:59+00:00
94,Tech_Impact,"Don't miss out on our holiday special, use code AAP50 to get $50 OFF an All Access Pass. This pass gives you access to live webinars, live courses, and on-demand training created specifically for nonprofit professionals. https://t.co/Bphu0UTKUs   #TechImpact #NonprofitResources https://t.co/XcQORD90fL",0,0,2022-12-02 12:11:13+00:00
95,Tech_Impact,"Don't miss our upcoming webinar on Tuesday, December 13, at 2 PM ET. This is a great opportunity to find out which cloud-based collaboration tool works best for you and your nonprofit. Register for free here: https://t.co/EmBRUwOaZD  #TechImpact #Webinar #Training #Free https://t.co/Fiuqrr95Wo",0,0,2022-12-01 20:22:00+00:00
96,Tech_Impact,"In addition to technical skills, the ITWorks program has sessions to develop soft skills like how to be creative when tackling challenges, be a good team player, manage workload, and be mindful while building relationships with coworkers.  #ITWorks

https://t.co/O6qxbzpu3C https://t.co/5slYTCfof2",0,0,2022-12-01 17:17:03+00:00
97,Tech_Impact,"Thank you to @CitizensBank for their support of the #ITWorks program. In addition to leading sessions with ITWorks participants, their generosity will enable future cohorts of young adults to attend free IT training. https://t.co/PjYcDFqMg3

#NPTech #TechImpact https://t.co/yWaQLukENm",0,0,2022-11-30 16:17:00+00:00
98,Tech_Impact,"The average Customer Service Manager earns between $84,617 and $108,018, according to @Salary Are you ready to take the first step? If you are, we offer 𝗙𝗥𝗘𝗘 training that prepares you for your bright future.

https://t.co/zDdYfrhiW6",1,0,2022-11-30 14:17:00+00:00
99,Tech_Impact,"Your donation today supports free, immersive IT training programs for adults who want to launch a career in IT. https://t.co/QEaZt7ao72 #GivingTuesday #TechImpact #workforce #createanIMPACT #Donate #IT #Tech https://t.co/9qMUCleL9p",0,0,2022-11-29 17:17:00+00:00
